City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Country,Date
523,Saint-Augustin,51.226,-58.6502,21.56,55,43,20.04,scattered clouds,CA,2021-12-04 20:25:31
524,Nador,35.174,-2.9287,61.05,72,0,17.27,clear sky,MA,2021-12-04 20:25:31
525,Puerto Palomas,31.7667,-107.6167,67.33,19,100,4.72,overcast clouds,MX,2021-12-04 20:25:31
526,Tarija,-21.5355,-64.7296,67.5,73,100,6.73,overcast clouds,BO,2021-12-04 20:25:32
527,Didwana,27.4,74.5667,63.86,43,0,5.23,clear sky,IN,2021-12-04 20:25:32
528,Lata,40.1629,-8.3327,52.81,96,5,4.14,clear sky,PT,2021-12-04 20:25:32
529,Tiverton,50.9,-3.4833,45.07,87,14,1.99,few clouds,GB,2021-12-04 20:25:33
530,Burns Lake,54.2331,-125.7533,18.82,78,100,2.3,overcast clouds,CA,2021-12-04 20:25:33
531,Yerofey Pavlovich,53.9667,121.9667,4.01,92,100,2.13,overcast clouds,RU,2021-12-04 20:25:33
532,Maniitsoq,65.4167,-52.9,38.41,70,100,18.79,overcast clouds,GL,2021-12-04 20:25:33
533,Wamba,8.9333,8.6,79.81,31,90,4.07,overcast clouds,NG,2021-12-04 20:25:34
534,Belyy Yar,53.6039,91.3903,26.49,74,0,8.95,clear sky,RU,2021-12-04 20:25:34
535,Kawalu,-7.3817,108.2082,72.9,94,100,0.98,overcast clouds,ID,2021-12-04 20:25:34
536,Fraga,41.5229,0.3489,51.53,49,5,26.02,clear sky,ES,2021-12-04 20:25:35
537,Yulara,-25.2406,130.9889,71.44,46,55,16.11,broken clouds,AU,2021-12-04 20:25:35
538,Sola,-13.8833,167.55,79.25,79,100,15.75,overcast clouds,VU,2021-12-04 20:25:35
539,Lasa,46.6166,10.7002,34.68,96,100,2.46,snow,IT,2021-12-04 20:25:35
540,Alzamay,55.5562,98.6644,24.93,82,100,15.3,light snow,RU,2021-12-04 20:25:36
541,Lianzhou,24.7811,112.3825,46.54,72,5,2.37,clear sky,CN,2021-12-04 20:25:37
542,Taveta,-3.3963,37.6736,71.58,80,100,5.53,light rain,KE,2021-12-04 20:25:37
543,Ewa Beach,21.3156,-158.0072,73.69,68,75,3.44,broken clouds,US,2021-12-04 20:25:07
544,Charters Towers,-20.1,146.2667,74.55,79,0,5.35,clear sky,AU,2021-12-04 20:25:38
545,Ashoknagar,24.5667,77.7167,61.84,56,11,6.98,few clouds,IN,2021-12-04 20:25:38
546,Caravelas,-17.7125,-39.2481,78.13,76,4,8.37,clear sky,BR,2021-12-04 20:25:38
547,Grindavik,63.8424,-22.4338,28.87,93,40,10.36,scattered clouds,IS,2021-12-04 20:21:45
548,Borogontsy,62.6683,131.1683,-18.8,96,100,7.52,overcast clouds,RU,2021-12-04 20:25:38
549,Asyut,27.181,31.1837,60.98,31,37,2.84,scattered clouds,EG,2021-12-04 20:25:39
550,Iquique,-20.2208,-70.1431,68.04,67,34,8.48,scattered clouds,CL,2021-12-04 20:22:15
551,Anchorage,61.2181,-149.9003,9.86,87,90,4.0,haze,US,2021-12-04 20:23:03
552,Bouza,14.4229,6.0428,74.79,13,88,8.37,overcast clouds,NE,2021-12-04 20:25:39
553,Canutama,-6.5339,-64.3831,82.08,84,83,2.66,broken clouds,BR,2021-12-04 20:25:39
554,Burriana,39.889,-0.085,58.08,54,0,9.73,clear sky,ES,2021-12-04 20:25:40
555,Zunyi,27.6867,106.9072,52.18,77,100,1.61,overcast clouds,CN,2021-12-04 20:26:40
556,Conde,-7.2597,-34.9075,81.86,74,75,10.36,broken clouds,BR,2021-12-04 20:26:40
557,Katima Mulilo,-17.5,24.2667,82.24,44,99,10.76,overcast clouds,NA,2021-12-04 20:26:40
558,Tsiroanomandidy,-18.7667,46.0333,77.31,50,83,1.81,broken clouds,MG,2021-12-04 20:26:41
559,Visby,57.6409,18.296,26.85,80,42,8.05,scattered clouds,SE,2021-12-04 20:26:41
560,Canberra,-35.2835,149.1281,55.74,80,90,1.01,overcast clouds,AU,2021-12-04 20:25:15
561,Ayan,56.45,138.1667,4.78,66,100,3.56,overcast clouds,RU,2021-12-04 20:26:41
562,Homorod,46.05,25.2667,31.35,85,100,1.66,overcast clouds,RO,2021-12-04 20:26:42
563,Majene,-3.5403,118.9707,78.85,79,97,3.18,overcast clouds,ID,2021-12-04 20:26:42
564,Neiafu,-18.65,-173.9833,84.88,74,75,8.05,light rain,TO,2021-12-04 20:26:42
565,Price,39.5994,-110.8107,54.12,37,1,4.61,clear sky,US,2021-12-04 20:26:42
566,Somerset East,-32.7217,25.588,60.39,98,100,4.5,moderate rain,ZA,2021-12-04 20:26:43
567,Vallenar,-28.5708,-70.7581,87.98,16,2,9.37,clear sky,CL,2021-12-04 20:26:43
568,Mazarron,37.5992,-1.3149,61.61,62,20,3.96,few clouds,ES,2021-12-04 20:26:43
569,Griffith,41.5284,-87.4237,46.09,27,40,1.99,scattered clouds,US,2021-12-04 20:24:08
570,Omboue,-1.5746,9.2618,78.51,88,99,8.48,overcast clouds,GA,2021-12-04 20:26:44
571,Ambon,-3.6954,128.1814,75.34,94,40,8.05,scattered clouds,ID,2021-12-04 20:26:44
572,Evensk,61.95,159.2333,3.15,81,100,10.85,overcast clouds,RU,2021-12-04 20:26:44
573,Bela,25.9333,81.9833,68.23,55,22,4.18,few clouds,IN,2021-12-04 20:26:45
574,Sakhnovshchyna,49.1517,35.872,32.68,72,100,7.11,overcast clouds,UA,2021-12-04 20:26:45
575,College,64.8569,-147.8028,-32.01,62,40,0.0,haze,US,2021-12-04 20:26:45
576,Cocobeach,1.0002,9.5823,76.93,83,100,7.47,overcast clouds,GA,2021-12-04 20:26:45
577,Sidi Bin Nur,35.5333,10.9167,51.71,49,0,9.19,clear sky,TN,2021-12-04 20:26:46
578,Namibe,-15.1961,12.1522,71.17,68,5,6.29,clear sky,AO,2021-12-04 20:26:46
579,Porangatu,-13.4408,-49.1486,80.58,81,97,3.15,overcast clouds,BR,2021-12-04 20:26:46
580,Moncton,46.1159,-64.8019,28.99,62,20,13.8,few clouds,CA,2021-12-04 20:23:17
581,Tukrah,32.5341,20.5791,62.92,64,87,26.37,overcast clouds,LY,2021-12-04 20:26:46
582,Mount Isa,-20.7333,139.5,82.17,39,40,5.75,scattered clouds,AU,2021-12-04 20:26:47
583,Marsa Matruh,31.3525,27.2453,61.0,44,0,14.97,clear sky,EG,2021-12-04 20:26:47
584,Bilma,18.6853,12.9164,67.8,17,4,12.97,clear sky,NE,2021-12-04 20:26:47
585,Shimoda,34.6667,138.95,42.1,64,43,12.5,scattered clouds,JP,2021-12-04 20:26:48
586,Ternate,0.8,127.4,78.55,90,100,11.56,overcast clouds,ID,2021-12-04 20:26:48
587,Totness,5.8833,-56.3167,81.99,72,92,9.71,overcast clouds,SR,2021-12-04 20:26:48
588,Beidao,34.5686,105.8933,37.49,43,0,1.92,clear sky,CN,2021-12-04 20:26:48
589,Bella Union,-30.2752,-57.6007,86.68,28,100,12.19,overcast clouds,UY,2021-12-04 20:25:33
590,Zhezkazgan,47.8043,67.7144,27.63,68,100,8.9,overcast clouds,KZ,2021-12-04 20:26:49
591,Santa Maria,-29.6842,-53.8069,88.9,43,0,5.75,clear sky,BR,2021-12-04 20:25:43
592,Jinchang,38.4953,102.1739,34.81,15,12,2.55,few clouds,CN,2021-12-04 20:26:49
593,Bathsheba,13.2167,-59.5167,81.1,75,93,16.22,overcast clouds,BB,2021-12-04 20:26:49
594,Ulladulla,-35.35,150.4667,57.78,80,100,6.15,overcast clouds,AU,2021-12-04 20:26:49
595,Abha,18.2164,42.5053,53.42,35,0,4.61,clear sky,SA,2021-12-04 20:26:50
596,Kottayam,9.5833,76.5167,77.02,96,98,2.42,overcast clouds,IN,2021-12-04 20:26:50
597,Ankpa,7.3706,7.6253,81.64,28,63,1.52,broken clouds,NG,2021-12-04 20:26:50
598,Aizkraukle,56.6048,25.2553,23.9,98,95,3.53,overcast clouds,LV,2021-12-04 20:26:51
599,La Joya,18.6667,-99.4667,85.39,29,5,3.67,clear sky,MX,2021-12-04 20:26:51
600,Aksarka,66.5606,67.7975,-29.96,97,10,3.78,clear sky,RU,2021-12-04 20:26:51
601,Black Diamond,47.3087,-122.0032,42.57,92,100,1.01,light rain,US,2021-12-04 20:26:51
602,Kolyvan,55.3053,82.7391,28.02,95,99,9.19,overcast clouds,RU,2021-12-04 20:27:52
603,Adre,13.4667,22.2,75.67,23,0,10.27,clear sky,TD,2021-12-04 20:27:52
604,Les Cayes,18.2,-73.75,84.51,62,49,7.65,scattered clouds,HT,2021-12-04 20:27:52
605,Neuquen,-38.9516,-68.0591,75.09,43,75,0.0,broken clouds,AR,2021-12-04 20:23:09
606,Kokopo,-4.352,152.2633,77.76,84,100,3.83,light rain,PG,2021-12-04 20:27:52
607,Nelson Bay,-32.7167,152.15,69.1,69,87,3.0,overcast clouds,AU,2021-12-04 20:25:46
608,Sinop,41.7711,34.8709,47.86,62,100,13.02,overcast clouds,TR,2021-12-04 20:27:53
609,Orotukan,62.2667,151.7,-36.65,100,79,4.81,broken clouds,RU,2021-12-04 20:27:53
610,La Paz,-16.5,-68.15,60.78,58,75,6.91,broken clouds,BO,2021-12-04 20:23:03
611,Aykhal,66.0,111.5,-19.59,99,98,5.86,overcast clouds,RU,2021-12-04 20:27:53
612,Quelimane,-17.8786,36.8883,82.35,74,0,14.97,clear sky,MZ,2021-12-04 20:22:59
613,Enshi,30.3,109.4833,46.65,85,5,0.92,clear sky,CN,2021-12-04 20:27:54
614,Xaltianguis,17.0667,-99.8333,78.31,43,15,6.33,few clouds,MX,2021-12-04 20:27:54
615,Nauta,-4.5061,-73.5757,82.36,89,69,3.38,moderate rain,PE,2021-12-04 20:27:54
616,Golfito,8.639,-83.166,82.35,78,70,5.57,broken clouds,CR,2021-12-04 20:27:55
617,Buin,-33.7333,-70.75,94.05,10,0,11.07,clear sky,CL,2021-12-04 20:27:55
618,Bergen,60.392,5.328,36.88,87,75,3.44,light rain,NO,2021-12-04 20:27:55
619,Esperance,-33.8667,121.9,51.64,89,58,10.09,broken clouds,AU,2021-12-04 20:27:56
620,Cuamba,-14.8031,36.5372,76.71,56,14,2.75,few clouds,MZ,2021-12-04 20:27:56
621,Yazman,29.1212,71.7446,62.47,21,0,4.99,clear sky,PK,2021-12-04 20:27:56
622,Asilah,35.465,-6.0348,58.86,79,58,6.33,broken clouds,MA,2021-12-04 20:27:56
623,Qaqortoq,60.7167,-46.0333,46.9,71,100,16.11,overcast clouds,GL,2021-12-04 20:27:57
624,Mount Pleasant,32.7941,-79.8626,75.18,72,1,3.0,clear sky,US,2021-12-04 20:27:57
625,Cajabamba,-7.6167,-78.05,68.14,53,100,4.54,light rain,PE,2021-12-04 20:27:57
626,Shiyan,32.6475,110.7781,45.27,59,4,3.8,clear sky,CN,2021-12-04 20:27:57
627,Vanimo,-2.6741,141.3028,77.54,91,100,6.55,light rain,PG,2021-12-04 20:27:58
628,Balikpapan,-1.2675,116.8289,75.9,90,100,4.29,light rain,ID,2021-12-04 20:27:58
629,Meulaboh,4.1363,96.1285,76.12,87,88,4.7,overcast clouds,ID,2021-12-04 20:27:58
630,Orange Cove,36.6244,-119.3137,75.45,39,0,2.44,clear sky,US,2021-12-04 20:27:58
631,Kyshtovka,56.555,76.6271,27.66,95,100,12.55,overcast clouds,RU,2021-12-04 20:27:59
632,Birao,10.2849,22.7882,78.57,27,3,6.2,clear sky,CF,2021-12-04 20:27:59
633,Axim,4.8699,-2.2405,80.26,83,19,7.45,few clouds,GH,2021-12-04 20:24:23
634,Kisangani,0.5167,25.2,72.34,98,100,0.56,overcast clouds,CD,2021-12-04 20:27:59
635,Bonavista,48.6499,-53.1147,32.11,50,65,29.37,broken clouds,CA,2021-12-04 20:28:00
636,Margate,51.3813,1.3862,42.91,73,100,4.0,overcast clouds,GB,2021-12-04 20:28:00
637,Boa Vista,2.8197,-60.6733,91.38,43,75,9.22,broken clouds,BR,2021-12-04 20:25:07
638,De Aar,-30.6497,24.0123,65.7,70,100,16.96,overcast clouds,ZA,2021-12-04 20:28:00
639,Conceicao Das Alagoas,-19.9147,-48.3883,85.78,73,69,7.99,broken clouds,BR,2021-12-04 20:28:01
640,Haines Junction,60.7522,-137.5108,-29.25,75,68,0.0,broken clouds,CA,2021-12-04 20:28:01
641,Belawan,3.7755,98.6832,75.49,92,74,5.91,broken clouds,ID,2021-12-04 20:28:01
642,Araouane,18.9048,-3.5265,71.98,15,97,11.39,overcast clouds,ML,2021-12-04 20:28:01
643,Wieliczka,49.9874,20.0647,36.95,51,100,3.8,overcast clouds,PL,2021-12-04 20:28:02
644,Sao Joao Do Paraiso,-15.3136,-42.0144,72.81,85,24,4.25,few clouds,BR,2021-12-04 20:28:02
645,Fort Nelson,58.8053,-122.7002,-17.01,76,75,3.44,light snow,CA,2021-12-04 20:28:02
646,Eyl,7.9803,49.8164,77.23,68,92,19.57,overcast clouds,SO,2021-12-04 20:28:02
647,Ketchikan,55.3422,-131.6461,30.67,86,1,5.75,clear sky,US,2021-12-04 20:28:03
648,Belturbet,54.1,-7.45,38.62,78,15,11.23,few clouds,IE,2021-12-04 20:28:03
649,Mercedes,-34.6515,-59.4307,80.04,58,100,12.41,overcast clouds,AR,2021-12-04 20:29:03
650,Bashtanka,47.4072,32.4387,32.16,72,5,6.89,clear sky,UA,2021-12-04 20:29:04
651,Vostok,46.4856,135.8833,-9.99,96,43,5.79,scattered clouds,RU,2021-12-04 20:29:04
652,Logansport,40.7545,-86.3567,46.31,30,1,9.22,clear sky,US,2021-12-04 20:29:04
653,Shalakusha,62.2247,40.2539,2.43,88,100,8.41,overcast clouds,RU,2021-12-04 20:29:04
654,San Roque,36.2107,-5.3842,58.03,72,20,14.97,few clouds,ES,2021-12-04 20:29:05
655,Quatre Cocos,-20.2078,57.7625,78.1,77,49,13.18,light rain,MU,2021-12-04 20:29:05
656,Siocon,7.7061,122.1353,77.67,87,71,10.71,broken clouds,PH,2021-12-04 20:29:05
657,Darhan,49.4867,105.9228,11.82,90,29,1.54,scattered clouds,MN,2021-12-04 20:29:05
658,San Jose,37.3394,-121.895,62.06,71,90,0.0,mist,US,2021-12-04 20:27:59
659,Jega,12.2175,4.3792,78.03,16,31,8.84,scattered clouds,NG,2021-12-04 20:29:06
660,Riyadh,24.6877,46.7219,57.34,28,4,4.21,clear sky,SA,2021-12-04 20:27:35
661,Wad Madani,14.4012,33.5199,83.05,27,0,8.3,clear sky,SD,2021-12-04 20:29:06
662,Ibra,22.6906,58.5334,65.93,65,0,2.33,clear sky,OM,2021-12-04 20:29:06
663,Tura,25.5198,90.2201,64.83,77,100,1.63,overcast clouds,IN,2021-12-04 20:29:07
664,Mizdah,31.4451,12.9801,45.43,76,0,6.55,clear sky,LY,2021-12-04 20:29:07
665,Mariel,22.9875,-82.7536,80.74,62,0,15.23,clear sky,CU,2021-12-04 20:29:07
666,Arsikere,13.3139,76.2561,68.18,93,99,2.55,overcast clouds,IN,2021-12-04 20:29:07
667,Paisley,55.8317,-4.4325,43.11,75,64,1.01,broken clouds,GB,2021-12-04 20:29:08
668,Jumla,29.2747,82.1838,43.3,70,2,4.03,clear sky,NP,2021-12-04 20:29:08
669,Hanko,59.8333,22.95,11.84,86,100,18.52,overcast clouds,FI,2021-12-04 20:29:08
670,Gwadar,25.1216,62.3254,74.98,67,0,8.72,clear sky,PK,2021-12-04 20:29:08
671,Pittsfield,42.4501,-73.2454,40.12,69,75,1.99,broken clouds,US,2021-12-04 20:29:09
672,Guaraniacu,-25.1008,-52.8781,80.17,43,78,4.25,broken clouds,BR,2021-12-04 20:29:09
673,Tabory,58.5198,64.5495,35.94,84,100,13.0,overcast clouds,RU,2021-12-04 20:29:09
674,Shushtar,32.0455,48.8567,61.05,36,11,2.98,few clouds,IR,2021-12-04 20:28:13
675,Egvekinot,66.3167,-179.1667,-26.57,95,34,5.82,scattered clouds,RU,2021-12-04 20:29:10
676,Kirakira,-10.4544,161.9205,80.56,82,93,5.3,overcast clouds,SB,2021-12-04 20:29:10
677,Bolgatanga,10.7856,-0.8514,84.51,16,2,6.24,clear sky,GH,2021-12-04 20:29:10
678,Byron Bay,-28.65,153.6167,73.06,89,55,8.9,broken clouds,AU,2021-12-04 20:29:10
679,Nagar Karnul,16.4821,78.3247,70.0,57,60,6.73,broken clouds,IN,2021-12-04 20:29:11
680,Chara,56.9064,118.2631,11.32,79,100,2.37,overcast clouds,RU,2021-12-04 20:29:11
681,Borova,50.1763,30.1043,29.25,87,99,5.79,overcast clouds,UA,2021-12-04 20:29:11
682,Kamenka,51.3223,42.7678,28.74,80,100,4.18,overcast clouds,RU,2021-12-04 20:29:12
683,Halifax,44.6453,-63.5724,32.0,55,7,4.0,clear sky,CA,2021-12-04 20:29:12
684,Burnie,-41.0667,145.9167,51.75,66,100,11.23,overcast clouds,AU,2021-12-04 20:29:12
685,Barguzin,53.6167,109.6167,24.26,87,96,7.72,overcast clouds,RU,2021-12-04 20:29:12
686,Luganville,-15.5333,167.1667,79.99,80,96,6.53,overcast clouds,VU,2021-12-04 20:29:13
687,Acarau,-2.8856,-40.12,83.43,69,74,16.69,broken clouds,BR,2021-12-04 20:29:13
688,San Ignacio,17.1561,-89.0714,80.74,78,75,0.0,broken clouds,BZ,2021-12-04 20:29:14
689,Starozhilovo,54.2254,39.916,24.04,64,65,7.87,broken clouds,RU,2021-12-04 20:29:14
690,Aksha,50.2814,113.2867,28.8,59,100,16.91,overcast clouds,RU,2021-12-04 20:29:14
691,Ust-Omchug,61.15,149.6333,-36.9,100,100,1.07,overcast clouds,RU,2021-12-04 20:25:29
692,Porto Tolle,44.9497,12.3245,44.02,88,100,6.44,light rain,IT,2021-12-04 20:29:15
693,Buraydah,26.326,43.975,59.45,39,3,8.97,clear sky,SA,2021-12-04 20:29:15
694,Andrelandia,-21.7397,-44.3092,70.18,83,34,5.64,scattered clouds,BR,2021-12-04 20:29:15
695,Lucapa,-8.4192,20.7447,67.1,95,95,1.21,light rain,AO,2021-12-04 20:29:16
696,Kudat,6.8837,116.8477,78.73,94,20,4.61,few clouds,MY,2021-12-04 20:30:16
